05227500,46.5405128,-93.7074712,07010104,82.8509560727,26215
05220500,46.78967058,-93.328837,07010103,59.0790546172,22068
05200445,47.45106367,-94.9066681,07010101,3.50628033386,865
05344500,44.74580095,-92.8002026,07040001,539.716759604,32115
05200510,47.48328559,-94.7280436,07010101,8.83171542364,7303
05261000,46.1805222,-94.3658366,07010104,147.017241419,4855
05355250,44.56530556,-92.5424444,07040001,749.569665656,1096
05207600,47.3022222,-93.9013889,07010101,30.5672337043,3424
05242300,46.377744,-94.1833279,07010104,98.3600915793,10826
05331000,44.9444444,-93.0881111,07010206,352.781846751,44801
05275500,45.3024649,-93.5649602,07010203,150.520887338,15068
05270700,45.5471875,-94.145822,07010203,187.437269947,10319
05288500,45.1266318,-93.2968947,07010206,240.167691078,31283
05220600,46.70939726,-93.4846798,07010103,61.7357354916,1170
05211000,47.23216599,-93.5302144,07010103,34.7934555239,48710
05283500,45.19163166,-93.394676,07010206,219.629606158,3075
05416100,42.26084897,-90.423184,07060005,1721.57126174,1096
05587455,38.95115948,-90.3712256,07110009,3665.12001065,6574
05378500,44.0555186,-91.6376487,07040003,857.545719366,32317
05227530,46.59166667,-93.6869444,07010104,19.6494866713,755
05267000,45.8260765,-94.3552782,07010201,139.580994149,33876
05331580,44.7458333,-92.8477778,07010206,506.291879418,7091
05383500,43.8136111,-91.2588889,07040006,782.308997953,9528
